지역,분류1,카테고리,여행태그,이름,주소,좌표(x),좌표(y),전화번호,홈페이지Url,서브타이틀,기타,대표관광지등록,상세내용,이미지1,이미지2,이미지3,이미지4,이미지5
홍성,tourist,전시/관람,"농사박물관,결성농요농사박물관,홍성,결성농요,농경유물",결성농사박물관,충남 홍성군 결성면 구성남로 91,36.532719,126.549014,041-642-1993,http://www.041-642-1993.kti114.net,농경생활의 변천사를 한눈에,휠체어진입 부분가능,N,"결성농요농사박물관은 충청남도 홍성군 결성면에 있는 박물관으로, '결성농요'에 대한 설명자료와 조상들의 생활상을 한 눈에 볼 수 있는 농경생활 유물 1,000여 점을 전시하고 있다. 대지면적 1521㎡, 건축면적 231.4㎡의 규모로 2004년 3월 3일 개관하였다. 충청남도 서해안 지역 전통 들노래인 '결성농요'를 계승, 발전시키기 위하여 건립하였으며 농사유물 300점, 석기와 토기 등 선사유물 300점, 백제토기 및 고려와 조선시대의 도자기 150점, 농경 생활 유물 250점, 기타 20점 등을 전시하고 있다.",10-35-1.jpg,10-35-2.jpg,10-35-3.jpg,10-35-4.jpg,
홍성,tourist,전시/관람,"이응노,고암,미술관,홍성사람,홍성,미술거장,동백림사건",고암이응노생가기념관,충남 홍성군 홍북면 이응노로 61-7,36.622935,126.631854,042-611-9821,http://tour.hongseong.go.kr/tour/sub06_08.do,나는 홍성 사람입니다,휠체어진입 부분가능,N,"읍내에서도 꽤 떨어진 홍성의 어느 시골마을. 이곳에는 끊임없이 사랑과 평화를 그린 고암 이응노의 치열했던 예술혼의 뿌리가 있다.
'예술은 자신의 뿌리를 드러내는 작업입니다. 저는 충남 홍성 사람입니다.'라며 이응노는 고향에 대한 애틋함을 항상 간직하였다. 일제 강점기, 남북 분단, 한국전쟁 등 한국의 슬픈 역사를 겪으며 그는 치열하게 그림을 그렸다. 그는 평화와 자유, 사랑과 화해를 꿈꾸고 그리는 예술가였지만, 예술가이기에 고암 이응노는 1960년대 '동백림 사건'에 연루되어 3년간 옥살이를 하고 다시는 사랑하는 고국에 돌아오지 못 했다.
지금은 고암 이응노 탄생 110주년 기념전으로 '이응노, 대나무 치는 사람'을 전시하고 있다. 평생에 걸쳐 꾸준히 대나무를 그린 이응노는 댓잎 속에서 사람을 발견하고 다채로운 방법으로 대나무를 그리며 현대미술 영역에 한 획을 그었다. 그의 화폭 안에서 사람들은 뛰기도 하고 춤을 추기도 하고 행진을 하기도 한다. 성별도 인종도 구분할 수 없는 사람들의 움직임으로 그는 화해와 상생, 치유를 이야기한다.",10-36-1.jpg,10-36-2.jpg,10-36-3.jpg,10-36-4.jpg,
홍성,tourist,전시/관람,"천수만,생명,조류탐사,모형,체험,과학탐구,홍성,조류탐사과학관",조류탐사과학관,충남 홍성군 서부면 남당항로 934-14,36.593543,126.458774,041-630-9696,http://blog.naver.com/birdcenter,천수만의 생태를 체험하자,휠체어진입 부분가능,N,"천수만을 대표하는 철새를 비롯한 다양한 새들과 갯벌 생물에 이르기까지 천수만의 생태환경을 한눈에 살펴볼수 있는 공간으로, 새들의 몸 구조를 이해하고, 하늘을 나는 원리 및 이동방법 등 새의 비행에 관한 모든것을 체험할 수 있으며, 탐조망원경을 이용하여 철새들의 모습을 관찰할 수 있다.",10-37-1.jpg,10-37-2.jpg,10-37-3.jpg,10-37-4.jpg,
홍성,tourist,전시/관람,"민속자료,홍주권문화,박물관,홍성,민속놀이마당",홍성민속테마박물관,충남 홍성군 구항면 구항길 312,36.585841,126.631818,041-632-4660,http://tour.hongseong.go.kr/tour/sub02_04_04.do,홍주권 문화의 체험,휠체어진입 부분가능,N,충남 홍성군 구항면 황곡리에 민속자료와 함께 상시 전시를 위한 공간을 마련하여 충절의 고장으로 많은 문화유적 및 민속자료들이 산재해 있는 것을 감안하여 홍주권 문화를 널리 홍보하면서 역사유적의 관광코스를 정착시키고자 세운 민속테마박물관은 민속놀이를 할 수 있는 민속놀이마당을 갖추고 있어 여러가지 체험과 다양한 전시물들응 감상하실 수 있다.,10-38-1.jpg,10-38-2.jpg,,,
홍성,tourist,전시/관람,"홍주성,역사관,홍성의위인,홍주와부보상,여하정,홍성군청,의병,장사익",홍주성역사관,충남 홍성군 홍성읍 아문길 20 ,36.600263,126.66082,041-630-9240,http://tour.hongseong.go.kr/tour/sub02_04_05.do,홍주성에 얽힌 옛 이야기,휠체어진입 부분가능,N,"홍주성 내에 위치한 홍주성역사관은 2011년 5월에 개관하였다. 대지면적 7199.17㎡, 연면적 1669㎡의 규모로 지상1층, 지하 2층의 건물로 건축의 컨셉은 역사관 뒤편의 나말여초의 토성과 5M의 단절된 공간을 역사관이라는 건축물을 통해서 이어주고 주변 풍광을 거스르지 않는 것이다.
홍주성역사관은 성우 나레이션 대신 홍성이 낳은 소리꾼인 장사익이 설명을 맡아 홍성의 역사와 홍주성에 얽인 옛 이야기들을 들려주는 방식을 택했다. 입구에는 북이 떨어진 지형인 홍성을 표현하기 위해 북을 치면 '천고낙지의 땅 홍주'라는 주제 영상이 시작되게 하였다.
전시홀로 내려가면 1871년도 규장각 지도를 참고해 만든 홍주성복원모형도가 있어 당시 홍주의 모습을 볼 수 있다. 또한 홍성은 한국에서 가장 많은  인물을 배출한 고장답게 최영, 성삼문, 김복한, 이설, 한용운, 김좌진 등에 대해 소개했다.
홍성의 위인들 옆으로 '홍주와 부보상'이라는 주제 하에 부보상 유품들이 진열했고, 주막을 형상화한 공간에서 문창호에 비친 그림자들의 대화를 통해 당시의 시대상을 은유적으로 표현하여 불교, 동학, 천주교의 유입을 자연스럽게 표현했다.
마지막으로 홍주의병과 홍성의 독립운동 등을 구성하여 조선말에서부터 일제강점기까지의 홍성인들의 나라사랑의 정신을 느낄 수 있게 했다. 에필로그로 '내포의 중심으로 도약'이라는 주제로, 유명한 학자인 지봉 이수광 선생이 홍주목사로 재직하던 시절에 지은 시를 영상으로 소개된다.",10-39-1.jpg,10-39-2.jpg,10-39-3.jpg,10-39-4.jpg,
천안,tourist,휴양/온천,"테마파크,천안,스파,테딘워터파크,노천온천,수영장,물놀이,실내수영장,유럽테마",테딘워터파크,충남 천안시 동남구 성남면 종합휴양지로 200,36.757092,127.223096,테딘워터파크 041-906-7000,http://www.tedin.co.kr/,도심속 고품격 휴양공간,휠체어진입 부분가능,N,"충남 천안에 위치한 테딘워터파크&스파는 수질이 좋기로 유명한 천안의 온천수에 칼슘, 칼륨, 마그네슘, 미네랄 등이 풍부한 탄산온천을 더해 여성들의 피부미용과 다이어트에 제격이다. 뿐만 아니라 성인병 예방과 혈액순환에도 탁월한 효과를 나타내 웰빙 라이프를 즐기기에 안성맞춤이다. 게다가 뭉친근육을 풀어주고 테라피 효과를 주는 바데풀, 넥샤워, 바디마사지, 기포욕과 야외의 경치를 즐기면서 가족과 연인이 함께할 수 있는 레몬탕, 쟈스민탕, 히노끼탕 등 7개의 테마가 있는 스파도 함께 즐길 수 있어 남녀노소에게 인기 만점이다.
* 규모 : 약33.058㎡(10.000평), 실외19.834㎡(6.000평), 실내 13.223㎡(4,000평)",11-01-1.jpg,11-01-2.jpg,11-01-3.jpg,11-01-4.jpg,
천안,tourist,휴양/온천,"상록리조트,종합휴양시설,물놀이,워터파크,아쿠아피아,놀이동산,호텔,골프장",천안상록리조트,충남 천안시 동남구 수신면 수신로 576,36.739159,127.288349,천안상록리조트 041-560-9011,http://www.sangnokresort.co.kr/,시간은 멈추고 여유가 흐르는곳,휠체어진입 부분가능,N,"천안상록리조트는 종합휴양시설로 어린이 놀이시설, 골프장, 아쿠아피아 등 다양한 시설을 갖추고 있으며, 계절이나 날씨에 상관없이 물놀이를 즐길 수 있도록 실내 2,500평 / 야외 2,000평 규모로 조성되어 있는 워터파크이다.

상록호텔은 1백실의 객실에 한식당, 양식당과 사우나, 커피숍, 체육시설 등 다양한 편익시설과 수려한 자연을 배경으로 자연속의 호텔로 도심 속에서 맛볼 수 없는 자연의 싱그러움과 자연교육 현장의 장점을 고루 갖추고 있어 도심에 지친 현대인들에게 가족과 함께 안락한 휴식을 취하기에 더없이 좋은 조건을 갖추고 있다. 특히 실내형으로는 국내최대 규모의 워터파크 및 골프장 등 중부권의 최대 종합휴양시설로 부각되고 있다.

또한 천안상록리조트 아쿠아피아&놀이동산 1+1 이용금액은 공무원 또는 연금수급자이면 보인을 포함한 동행 5인까지 어른, 아이 구분없이 각 16,000원으로 이용할 수 있는 장점이 있다",11-02-1.jpg,11-02-2.jpg,11-02-3.jpg,11-02-4.jpg,
보령,tourist,휴양/온천,"보령,성주산,자연휴양림,석탄박물관,화장골,심연동계곡,산책코스",성주산 자연휴양림,충남 보령시 성주면 화장골길 57-228,36.334772,126.663834,041-934-7133,http://seongjusan.brcn.go.kr,산림욕과 물놀이를 동시에,휠체어진입 부분가능,N,"충남 보령시 동쪽 성주면 일대에 위치한 성주산 자연휴양림은 산림청에서 폐광지역을 개발하여 휴양림으로 조성한 곳이다. 예전에는 휴양림을 포함한 성주면 일대가 광산지역이었다고 하는데 산림청에서 성주산(680m)내 약 500ha에 이르는 지역을 개발, 지난 1991년 5월 15일에 자연휴양림으로 지정한 것이다. 1995년 5월에는 휴양림에서 도보로 약 15분 정도 떨어진 성주면 개화리에 석탄박물관이 개관되기도 했다. 광산을 상징하는 검은 색의 독특한 건물이 외양부터 한눈에 석탄박물관이라는 것을 알아차리게 한다.

성주산 휴양림은 화장골과 심연동 계곡, 크게 두 지역으로 나누어지는데 양쪽 모두 관리사무소, 주차장, 야영장이 설치되어 있다. 하지만 숲속의집(통나무집)과 물놀이장, 체력단련장, 어린이 놀이터 등 주요시설들은 화장골 지역에만 마련되어 있다. 그래서 보통, 휴양림은 화장골쪽으로 접근하게 되는데 대천에서 시내버스를 타고 15분 정도 지나 성주삼거리에서 하차한 후 15분 정도 걸어가면 휴양림 입구에 다다른다. 화장골에서 심연동계곡까지는 걸어서 약 3시간 정도가 소요된다.

봄에는 벚꽃 등 온갖 야생화가 만발해서 휴양림을 찾는 여행객들이 푸르른 숲속에서 봄의 화사함을 만끽하게 한다. 산책코스를 따라 휴양림 이곳저곳을 둘러보며 여유있게 산림욕을 즐겨도 좋고 등산을 좋아하는 여행객이라면 전망대에 올라보는 것도 괜찮다. 성주산 정상(680m) 아래 해발 580m 지점에 위치한 전망대에 오르면 성주면 일대와 부여군 외산면 일대가 내려다 보이는데, 왕복 약 2~3시간 정도가 소요된다. 주변에 둘러볼만한 곳으로 성주사지, 석탄박물관은 휴양림에서 도보로 15분 정도의 가까운 거리에 있고, 대천해수욕장이나 무창포해수욕장은 승용차로 20~30분 거리에 있어 산과 바다를 동시에 즐길 수 있다.",11-03-1.jpg,11-03-2.jpg,11-03-3.jpg,11-03-4.jpg,
보령,tourist,휴양/온천,"자연휴양림,오서산,캠핑,봉곡사,보령,휴양,물놀이,계곡",오서산자연휴양림,충남 보령시 청라면 오서산길 531 산막,36.4526129,126.6731572,오서산 자연휴양림 041-936-5465,http://www.huyang.go.kr/forest/contentIntro.action?dprtmId=0191,깊은 계곡과 수려한 경관,휠체어진입 부분가능,N,"오서산은 보령을 대표하는 산으로, 우리나라 서해 연안의 산 중에서는 가장 높으며 백두대간 차령산맥 끝자락인 금북정맥의 최고봉(790.7m)이다. 보령시(保寧市)를 비롯하여 홍성군(洪城郡), 청양군(靑陽郡)에 걸쳐 3개 시군의 경계를 이루고 있는 산으로서, 울창한 숲과 깊고 맑은 물이 어우러져 천연의 아름다움을 간직한 곳이다. 

정상에서 보면, 수채화처럼 펼쳐진 억새 물결과 서해의 수평선 그리고 서해 낙조를 조망할 수 있을 뿐만 아니라 남으로 성주산, 북으로는 가야산, 동으로는 칠갑산, 계룡산까지 관망할 수 있어 육.해.공의 풍광을 즐길 수 있는 우리나라에서 몇 안가는 소중하고 진귀한 산으로 평가받고 있다. 

오서산은 이름 그대로 까마귀와 까치가 많이 깃들어 사는 산이라 하여 붙여진 이름이며, 보령 주변의 여러 명칭이 이에 유래한 것이 많다. 또한 육중한 무게감을 바탕으로 기암괴석이 어우러진 산세와 굽이치는 듯한 능선 그리고 완만하게 펼쳐진 정상부는 명산의 요건을 빠짐없이 두루 갖추고 있어 등산 매니아들 뿐만 아니라 일반인들에게도 인기가 높다. 특히 서해 바닷길의 길잡이로서 ‘서해의 등대’라 불리기도 하며(일설에 의하면 서해바다 멀리 외연도쪽에서 바라보면 검게 보이는 산이라서 오서산이라 하였다는 말도 있음). 가을 정취를 한껏 뽐내는 은빛 억새능선이 유명하다. 
",11-04-1.jpg,11-04-2.jpg,,,
아산,tourist,휴양/온천,"도고온천,아산온천,아산,휴양,파라다이스,스파,바데풀,유황온천",파라다이스스파도고,충남 아산시 도고면 도고온천로 176,36.7661295,126.8860334,041-537-7100,http://www.paradisespa.co.kr,온천의 고장 아산에서 즐기다,휠체어진입 부분가능,N,"보양온천으로 지정된 ‘파라다이스 스파 도고(Paradise Spa DOGO)’는 파라다이스 호텔을 운영하고 있는 파라다이스 그룹이 온천의 고장 충남 아산에 문을 연 대형 휴양시설이다. 총 24,622㎡ 규모에 최대 5,000여 명을 수용할 수 있는 곳으로 수치료를 겸하는 바데풀, 사계절 따뜻한 유황온천수에서 사우나를 즐길 수 있는 온천대욕장과 다양한 물놀이 시설을 갖추고 있다. 특히, 계절별 다양한 테마로 이루어지는 야외 이벤트 스파도 인기이다.
겨울철에는 건강을 위한 오가피탕, 생강탕, 귤껍질을 이용한 탕 등을 운영한다. 또한, 온천을 즐기면서 김치만들기, 감 따기, 목장체험 등을 동시에 즐길 수 있도록 주말 이색패키지 프로그램도 선보인다. 이 외에도 주변에는 현충암, 외암리 민속마을, 온양민속박물관, 신정호, 맹사성고택 등 볼거리가 많아 가족나들이 코스로 좋다.
* 면적 : 24,622㎡ (실내 9,909㎡, 실외 6,811㎡) 지하 1층, 지상 2층",11-05-1.jpg,11-05-2.jpg,,,
아산,tourist,휴양/온천,"스파비스,바데풀,테마온천,건강온천,워터파크,바디슬라이드,사계절이용,스파",아산스파비스,충남 아산시 음봉면 아산온천로157번길 67,36.855309,126.978152,041-539-2000,http://www.spavis.co.kr,눈썰매와 스파를 동시에,휠체어진입 부분가능,N,"아산시 음봉면 신수리에 위치한 아산스파비스는 수도권에서 1시간 대에 접근이 가능하며, 기존의 단순 온천 시설과는 달리 국내 최초의 온천수를 이용한 신개념의 테마온천으로 수치료 바데풀과 어린이용 키즈풀, 사계절 이용이 가능한 실외 온천풀에서 물놀이와 온천을 할아버지, 할머니, 아빠, 엄마 ,자녀 온 가족이 함께 즐길 수 있는 가족 건강테마온천이다. 5,600명이 동시 이용 가능한 실내외 워터파크 및 대욕장에는 계절에 따라 딸기, 쑥, 솔잎, 인삼, 허브를 이용한 23개의 이벤트탕과 기능탕을 이용할 수 있다. 2008년 7월 18일 개장한 야외워터파크는 11,000㎡의 부지 위에 1,000명이 동시수용 가능한 75m 대형 파도풀과 4명이 동시에 출발하여 경주하는 100m 레이스 슬라이드, 스릴만점 125m 개방형 튜브, 바디 슬라이드와 대형 파도풀, 파도치는 유수풀 그리고 어른과 어린이 온 가족이 함께 즐길 수 있는 대형 아쿠아 플레이가 설치되며, 물놀이를 즐기면서 이용할 수 있는 푸드코트, 스넥코너, 6개의 대형 파고라, 100여 개의 파라솔, 100여 개의 썬텐배드가 파도풀 옆에 설치되어 물놀이와 휴식을 즐길 수 있다.",11-06-1.jpg,11-06-2.jpg,11-06-3.jpg,11-06-4.jpg,
금산,tourist,휴양/온천,"남이자연휴양림,느티골,금산산림문화타운,금산,캠핑장,캠핑,체험장,물놀이,숲속의집",금산산림문화타운,충남 금산군 남이면 건천리 산168 ,36.0644416,127.3723984,041-753-5706,http://forestown.geumsan.go.kr,"도시를 벗어나, 숲속에서의 힐링",휠체어진입 부분가능,Y,"금산산림문화타운은 ‘남이자연휴양림, 느티골산림욕장, 산림생태문화체험단지, 목재문화체험장 등의 시설을 갖추고 숲에서 즐길 수 있는 모든 문화를 체험 할 수 있도록 조성된 금산의 명소이다. 시원한 여름이 즐거워지는 남이자연휴양림은 물놀이장과 캠핑장, 숲속의 집이 조성되어 있다. 그런가하면 느티골산림욕장은 가볍게 등산을 할 수 있는 등산로와 함께 숲을 산책할 수 있는 산책로를 만들어 삼림욕을 즐길 수 있도록 조성해 놓았다. 그리고 산림생태문화단지는 평소 보아왔으나 알아보지 못했던 식물이나 평소 접하지 못하던 귀한 식물들을 한자리에서 학습하며 체험 할 수 있는 공간이다.
해발고도 650m의 백암산. 그리고 해발고도 758m의 선야봉. 연봉을 이루는 이 두 산의 줄기가 서로 마주보며 북쪽으로 'V'자 형을 그리며 뻗어나간 그 사이는 깊은 골짜기를 이룬다. 이 골짜기의 이름은 '느티골.'골짜기 주변에 느티나무가 많아서 지어진 이름이다. 사철 마르지 않고 풍부한 수량의 이 골짜기 물은 백암산, 선야봉, 깊은 샘에서 발원하여 전혀 오염되지 않은 1급수를 자랑한다.
금산군은 이곳에 1996년 '남이자연휴양림'을 조성·개장하면서 전국의 많은 휴양객들이 찾고 있는 자연휴양림으로 자리 잡았다. 3개소의 물놀이터를 중심으로 3개소의 캠핑장이 조성된 이곳은 오토캠핑 시설도 갖춰놓고 있어 물놀이와 함께 오토캠핑을 즐기려는 휴양객들로 휴가철에는 성시를 이룬다. 속이 훤히 들여다보이는 옥수가 흘러넘치고 주변의 우거진 숲이 그늘을 드리우는 이곳은 머무는 자체만으로도 무더운 여름이 행복해진다.",11-07-1.jpg,11-07-2.jpg,11-07-3.jpg,11-07-4.jpg,
부여,tourist,휴양/온천,"만수산,자연휴양림,휴양시설,여덟계곡,등산코스,소나무,무량사",만수산자연휴양림,충남 부여군 외산면 휴양로 107,36.338126,126.711309,휴양림 관리사무소 041-830-2348,http://mansusan.net,천연림이 조화를 이루는 절경,휠체어진입 부분가능,N,"부여 외산 만수산 자연휴양림은 지난 92년에 개장해 원시 산림에 다양한 휴양시설을 두루 갖췄다. 만수산 자연휴양림은 차령산맥 끝부분에 자리하고 있으며 해발 575m의 만수산에 위치해 산세가 연꽃처럼 여덟계곡으로 형성되어 경관이 수려하고 노송과 천연림이 조화를 이룬 절경에 각종 야생 조수가 서식하는 곳으로 널리 알려져 있다.  휴양림의 등산코스는 8시간부터 2시간 코스까지 다양하고, 등산로가 비교적 완만하여 최근들어 가족 및 동호회 단위의 등산객이 증가하고 있다. 골골이 노송의 숨소리 가득한 만수산에서 달빛고은 월명산까지 약16km의 산길에는 볼거리도 많고 쉴곳이 있어 좋다.  만수산에는 세조의 왕위찬탈에 격분하여 명산대천을 떠돌던 매월당 김시습선생이 말년을 보낸 무량사와 노송 숲사이로 쉴 곳을 마련한 자연휴양림이 있다. 
휴양림 노송사이에서 산림욕을 즐기로라면 세상사의 근심이 언제 있었냐는 듯 상쾌한 솔내음이 온몸으로 퍼져나가는 기분을 만끽 할 수 있고, 눈과 어우러진 휴양림의 절경이 한눈에 들어온다  아름다운 소나무 숲과 맑은 계곡사이에 숲속의 집과 산림문화휴양관, 야외교육.공연장, 민속마당, 자연탐방로 등 각종 편의 시설이 잘 갖춰진 자연휴양림으로 자연의 정취를 만끽 할 수 있으며 평일과 휴일을 맞아 가족과 단체 여행객이 휴식을 즐기고 있다. 

아울러, 휴양림 인근에는 고려시대 지어진 중층구조의 대웅전과 김시습 선생의 숨결이 살아있는 천년고찰 무량사와 여름철 휴양지로 각광받고 있는 수리바위계곡 등 문화탐방과 휴양을 동시에 할 수 있어 찾는 사람들로부터 인기를 더해가고 있다.
",11-08-1.jpg,11-08-2.jpg,11-08-3.jpg,11-08-4.jpg,
서천,tourist,휴양/온천,"희리산,휴양림,서천,천연해송림,산림욕,통나무집,무궁화,전시관,무료주차",희리산자연휴양림,충남 서천군 종천면 희리산길 206,36.1130506,126.6646707,041-953-2230,http://tour.seocheon.go.kr/html/kr/tour/tour_010107.html,국낸 유일의 천연해송림,휠체어진입 부분가능,N,"계절 푸르름을 간직한 희리산자연휴양림. 국내 유일 천연해송림으로 잘 알려져 있는 곳이다. 산 전체가 해송으로 사계절 내내 푸르름을 간직하고 방문객을 맞이하고 있는 희리산 자연휴양림은 수종별 고유향기를 맡을 수 있는 숲속의집과 해송림, 저수지가 빼어난 조화를 이루고 있어 경관도 아름답다.

희리산 자연휴양림에 들어가면 숲 곳곳에 근사한 통나무집이 여러곳에 지어져 있다. 이 시설은 다름아닌 방문객이 숙박하며 취사를 겸할 수 있는 시설이다. 희리산자연휴양림의 숙박시설인 이 ""숲 속의 집""은 국내에서 유일하게 단일수종인 소나무, 잣나무, 낙엽송, 삼나무, 해송, 층층나무, 참나무로 내부를 장식하여 수종별 고유향기를 맡을 수 있도록 배려하였다.

또한 휴양림 내에 전시관을 설치하여 휴양림 및 산림욕장 내용, 산림의 공익기능, 미래의 임업, 대전·충남의 야생화등 전시물 전시 및 나라 꽃 무궁화를 품종별 전시포 조성, 야생화 단지조성, 표고 및 영지버섯 교육장 시설등 각종 볼거리 제공은 물론 해송휴양관은 1실 50명이상 수용시설 완비하여 단체 수련회도 가능하다. 

등산로를 따라 걷다보면 서해바다를 관망할 수도 있는 이곳은 전시관과 야생화관찰원, 버섯재배원, 무궁화전시포 등의 교육시설이 있어 자라나는 청소년들에게는 숲의 이해와 호연지기를 키워줄 수 있는 자연학습 교육장으로도 손색이 없다. 희리산휴양림은 심신 순화와 함께 자연과 함께할 수 있는 대자연 속 행복한 녹색 쉼터다.

연중무휴로 개방하며 주차료는 무료이고 입장료는 성인 1,000원, 30인 이상 단체 800원. 어린이 300원, 30인 이상 단체 200원, 초등생 300원 30인 이상 단체 200원. 탐방시간은 제한이 없고 현장에 숲해설사가 근무하고 있어서 필요시 도움을 받을 수 있다.
",11-09-1.jpg,11-09-2.jpg,11-09-3.jpg,11-09-4.jpg,
서천,tourist,휴양/온천,"장항,송림,서천,모래사장,모래찜질,해송림,장항송림,연인,가족",장항송림,충남 서천군 장항읍 장항산단로34번길 104,36.015657,126.665046,장항읍사무소 041-956-3001,http://tour.seocheon.go.kr/html/kr/tour/tour_010202.html,모래사장 찜질로 유명한 해송림,휠체어진입 불가능,N,"서천군 장항읍 서쪽 바닷가는 노을이 아름답다. 황금빛 물결 일렁이는 바다를 오가는 고깃배의 실루엣은 무언의 시가 되어 노을 진 바닷가 풍경을 더욱 아름답게 하는데, 밀어를 속삭이며 그곳을 오가는 연인들 또한 빠질 수 없는 풍경이다.

1km가 넘는 백사장을 오가며 해변을 거니는 맛도 그렇지만 무엇보다 이곳 해변을 온통 감싸고 있는 해송림 속으로 들어서면 바닷바람은 이내 솔바람이 되어 솔내음 물씬 풍기는 상큼한 바람으로 돌아온다. 해질녘 장항송림의 솔숲을 거니는 특별한 맛은 해송림 사이로 설핏 보이는 장항의 황금빛 서쪽바다에 숲의 실루엣이 오버랩 되는 독특한 풍경이 인상 깊은 데 있다.

해송과 모래사장 그리고 바다, 특히 이곳의 모래사장은 모래바닥이 단단한 것이 특징이다. 발이 푹푹 빠지는 모래사장이 아니라서 산책 겸 나온 가족과 연인들이 해변을 거닐기 좋은 점 또한 이곳 인기 비결 중 하나일 것이다.

장항송림은 또 모래사장 찜질로도 유명한 곳이다. 송림은 그 앞 바다와의 사이에 1km가 넘는 백사장을 사이에 두고 긴 띠를 이루며 해변에 자리하고 있다. 송림 앞의 이 모래사장은 고려시대 정 2품 평장사 두영철이 유배를 왔다가 모래찜질로 건강을 되찾았다하여 유명세를 타게 되었는데, 이곳 모래사장의 모래찜질은 염분과 철분, 우라늄 등이 풍부해 피로회복은 물론, 신경통이나 관절염에 효과가 있는 것으로 알려지면서 많은 사람들이 찾는다. 특히 이곳의 해송림은 원두막과 들마루 벤취 등의 휴식시설과 운동시설이 잘 갖춰져 있어 가족단위는 물론 단체의 야외활동지로 알맞다. 
",11-10-1.jpg,11-10-2.jpg,11-10-3.jpg,11-10-4.jpg,
청양,tourist,휴양/온천,"칠갑산,천장호,천연림,청양,휴양,휴양림,칠갑산자연휴양림,칠갑산수련원",칠갑산자연휴양림,충남 청양군 대치면 칠갑산로 668-103,36.431487,126.840956,칠갑산자연휴양림 041-940-2428,http://tour.cheongyang.go.kr/tour/sub02_01_01.do,명산의 풍치를 즐기며,휠체어진입 부분가능,N,"칠갑산자연휴양림은 70ha의 울창한 천연림의 아름다운 경관을 살려 1990년도에 조성하였다. 현대의 각종공해가 생활환경을 위협하므로 자연과 교감하고 보건휴향의 국민적 욕구에 부응하기 위하여 꾸며진 칠갑산자연휴양림은 청정지역의 특색을 살려 울창한 숲 등 쾌적한 공간으로 이루어져 삼림욕장으로서 역할을 다하고 있다.

숙박시설로 난방, 취사, 샤워가 가능한 통나무집 10동(100명 수용), 원두막 4동, 야영장 2개소(100명 수용), 강의실 1동, 전망대 1동, 대피소 2동, 벤치 35개, 잔디광장, 산책로, 체력단련시설, 물놀이장 2개소, 주차장 2개소(100대) 등 각종 편의시설을 갖추고 있고, 가족이 함께할 수 있는 휴양공간으로 어린이를 위한 자연학습장과 각종 행사를 할 수 있는 잔디공원도 있어 가족단위나 단체행사에 최적의 조건을 갖추고 있다. 
그리고 다목적 운동장과 어린이 놀이터, 넓은 잔디밭이 잘 조성되어 있는데, 놀이시설을 잘 꾸며놓아 어린이들이 숲 속에서의 즐거운 한때를 안전하게 보낼 수 있으며, 다목적 운동장은 미니축구, 배구, 농구, 테니스, 족구 등의 단체운동도 가능하고 주변에 경기 관람석을 배치해 놓았다. 특히 어른, 아이 따로 마련된 수영장이 체육시설과 놀이시설과 인접해 있어서 운동과 놀이를 즐기고 시릴 정도로 차가운 물 속으로 풍덩 빠져들기만 하면 무더운 여름은 어느새 ""오싹""한 여름이 된다.

또한 회의장 등 편익시설을 갖춘 2층 규모의 칠갑산수련원도 준공되었으며, 한창 공사중인 저수지에 물이 차게 되면 물과 산이 어우러져 경관이 수려한 최상의 휴양림으로 각광을 받게 될 것이다.

칠갑산자연휴양림은 또 명산의 풍치를 즐기며 청양의 명소를 탐방할 수 있는 코스가 있어서 더욱 좋다. 고려와 조선시대 불교건축의 미를 유감없이 보여주는 천년고찰 장곡사가 있고, 별 볼일 없는 낮이나 별빛 쏟아지는 별밤이나 언제라도 좋은 칠갑산천문대스타파크가 있으며, 청양제일의 여름 유원지 지천구곡이 있다.",11-11-1.jpg,11-11-2.jpg,11-11-3.jpg,11-11-4.jpg,
홍성,tourist,휴양/온천,"온천,알칼리온천수,홍성온천,홍성,피부미용,천연온천",홍성온천,충남 홍성군 홍성읍 내포로 42,36.599901,126.664542,홍성온천관광호텔 041-633-7777,http://tour.hongseong.go.kr/tour/sub02_08.do,홍성에도 온천이?,휠체어진입 부분가능,N,"문화·지리적으로 풍부한 개발 잠재력이 있는 고장에 위치한 홍성온천은 지하 720m 지점에서 36℃의 온천수가 제1호 공에서 하루 4백 80통, 제2호 공에서 1천 2백톤, 제3호 공에서 4백 98톤이 용출되어 총 2천 1백 78톤이 솟아 풍부한 유량을 자랑하고 있다.

또한 홍성온천의 수질은 천연 알카리성 중탄산 나트륨 성분이 다량 함유되어 있어 혈압강하, 이뇨작용, 만성부인병, 스트레스로 인한 긴장완화, 근육경력완화, 위경련 등의 치료에 도움이 되며 윤기 있고 부드러운 피부를 만들어 주는 신비스런 광천수이다.
",11-12-1.jpg,11-12-2.jpg,11-12-3.jpg,11-12-4.jpg,
