대분류,중분류,소분류,시도,시군구,자원명,영문명,홈페이지,연락처,팩스,관리기관,상세주소,도로명주소,자원설명,최근수정일,데이터기준일
관광장소 및 시설,공원,국립공원,전라남도,여수시,한려해상국립공원(여수시),Hallyeohaesang gukrip park,,,,,전라남도 여수시 수정동 산 1-11 오동도관리사무소,,"예부터 우리나라에서 가장 아름다운 바다뱃길로 이름난 한려수도 300리에 점점이 놓여 있는 크고 작은 섬들은 마치 보석을 흩어 놓은 듯 보는이의 마음을 설레이게 하고 태평양을 마주하고 있는 남해의 잔잔하고 영롱한 쪽빛바다.굽이굽이 다양한 모습을 보여주는 끝없는 해안선, 하얀 파도를 시원하게 가르며 그림처럼 오가는 가지가지의 배들, 곳곳에 깃든 수많은 전설과 역사들을 안고 있는 한려해상국립공원은 우리나라 맨 남쪽인 거제시, 사천시, 통영시, 하동군, 남해군, 여수시에 걸쳐 있으며 각 지역 마다 제각기 독특한 경관을 자랑하고 있다.한려해상국립공원은 1968년 12월 31일에 우리나라의 해상공원으로서는 처음으로 국립공원으로 지정되었으며 매년 200만명이상의 탐방객이 이 아름다운 해상국립공원의 경관을 희망과 호기심으로 찾고 있다. 우리나라에서 두 번째로 큰섬이 거제도의 남쪽해안선을 따라가노라면 깨끗하고 세밀한 모래사장으로 외국인으로부터 더욱 사랑을 받고 있는 구조라해수욕장과 몽돌을 끝없이 펼쳐놓은 학동해수욕장을 지나면 붉은 동백꽃이 곳곳에 그 고운 자태를 뽐내며 무리지어 피어 있는 동백림이 나타난다. 무지개마을의 전망대에서 바라보는 대·소병대도의 잔잔한 바다위에 점철된 섬들사이로 이리저리 다니는 배들은 보는이로 하여금 감탄을 자아내게 한다. 바다의 금강산이라 하여 해금강이라 불리는 갈곶도는 명승 제2호로 지정되어 있을 만큼 사자바위와 촛대바위등 기암괴석과 십자동굴등 해안절벽이 절경을 이루고 있고 이곳의 삼신이 이 마을을 지켜 온다는 전설을 간직하고 있다. 한산도를 비롯한 96여개의 크고 작은 유·무인도와 독특한 지형을 창출하고 있는 비진도의 선유봉, 해안굴곡이 심하고 간만의 차이가 적은 남해의 전형적인 해안풍경을 연출하는 풍화리와 학림도, 미륵도의 자연경관과 천연기념물 제63호로 지정된 팔손이나무등 희귀식물이 서식하고 임진왜란 당시 이충무공이 지은 제승당과 한산대첩의 유적지인 통영 한산지구는 한려해상국립공원의 가장 중심지에 위치하고 있다. 우리나라 남해안 일대에서 물이 가장 깨끗하기로 이름난 곳이 바로 한려해상국립공원내의 사천지구이다. 이곳은 물이 깨끗할 뿐 아니라 물살이 빠른 물목이라 부태꼴 모양의 나무말뚝을 박아 고기를 잡는 원시적 어로 방식인 죽방림이 아직도 있는 곳이며 신수도, 학도, 늑도등 여러개의 섬들이 어우러져 있는 곳이다. 특히 학섬은 작은 무인도로서 오래전부터 수천쌍의 학이 이곳에 서식하였으나 근래에는 환경의 변화로 종적을 감추었으니 안타까운 일이다. 국도 19호선의 마지막 종착지인 남해섬을 들러 서려면 1973년에 준공된 동양최대의 현수교인 남해대교를 지나야 한다. 남해대교는 길이 660m, 폭 12m, 교각높이 80m인 2차선 교량으로 노량해협을 건너 육지와 연결되어 있다. ""싸움이 급하니 내가 죽었다 말하지 말라""며 숨을 거두신 이충무공의 한이 서린 남해의 노량 대첩지에는 장군의 뜻을 기리고 장군의 유해가 머물다간 역사적 사실을 알리는 충열사와 이순신 장군이 돌아가신 앞바다, 관음포를 바라다보는 곳에 이락사가 자리하고 있다. 노량지구를 지나 남해섬의 남단으로 내려오면 이동면과 상주면의 경계에 있는 금산을 만나게 된다. 옛날 중국 진시황의 사신 서불이 불로초를 구하러 들렀던 곳, 신라시대 유명한 원효대사, 의상대사, 윤필거사 등 고승들의 기도처, 태조 이성계의 조선건국과 관련한 이야기등 숱한 전설과 신비를 안고 있는 금산은 많은 사람들로부터 영산으로 칭송받고 있을 뿐아니라 문장암, 대장봉, 형리암 등의 기암괴석과 천인 단애한 38경을 안고 있는 산으로서 한려해상국립공원의 유일한 산악공원인 셈이다. 또한 이곳에는 은은한 금은빛 융단인양 발끝을 간질이는 부드러운 모래알, 잔잔하고 맑은 수면, 백사장과 어우러진 해송의 방풍림이 마치 한폭의 동양화를 연상케하는 상주해수욕장이 있어 산과 바다를 함께 즐길수 있는 천혜의 관광지로 각광받고 있다.",2004-07-12,2023-05-10
관광장소 및 시설,공원,국립공원,전라남도,영암군,월출산국립공원(영암군),Wolchulsan National Park,,,,,전라남도 영암군 영암읍 개신리 484-50,,"월출산은 ""달 뜨는 산""이라는 이름에 걸맞게 아름다운 자연경관과 유수한 문화자원, 그리고 남도의 향토적 정서가 골고루 조화를 이루고 있는 한반도 최남단의 산악형 국립공원이다. 적은 면적에 (51.100㎢)에 암석노출지와 수량이 적은급경사 계곡이 많아 자연생태계가 풍부하게 유지되기에는 어려운 조건이지만, 식물 약 700종, 동물 약 800종이 서식하고 있으며, 오랜 세월 동안 암석지형에 적응해 온 생태적인 독특성과 난대림과 온대림이 혼생하는 위치 여건으로 그 보전 중요성은 매우 크다. 천 년 이상의 역사와 국보 문화재를 간직하고 있는 도갑사와 무위사 그리고 우리나라에서 가장 높은 곳에 위치하고 있는 국보인 마애여래좌상은 문화재적 가치가 매우 높고, 월출산 주변에는 청동기시대 이래의 선사유적을 비롯한 옛 사람들의 풍물과 전통이 그대로 남아 있어, 가히 자연과 역사와 문화를 아우르는 ""남도답사 출발지""로 손색이 없다. 월출산 정상 천황봉의 해발고도는 809m로 비교적 낮으나 사방에 큰 산이 없는 들판에서 갑자기 솟구쳐 올라 거대한 암봉과 장쾌한 암릉을 형성하고, 약 6천만년 전에 관입(貫入)된 이러한 화강암 바위들이 오랜 세월동안 풍화와 절리작용을 통해 깍여나가 갖가지 모양의 기암괴석을 이루고 있어 그 절경을 흔히 ""남도의 금강산""이라 부르고 있다. 그러나 오히려 ""월출산을 펼쳐 놓은 것이 금강산이다""할 만큼 사계절별로, 기상상태별로, 보는 위치에 따라서 변화무쌍한 입체적 경관을 보여주고 있다. 천황봉을 중심축으로 이러한 남성적 돌출경관이 월출산을 상징하고 있지만, 구정봉에서 남쪽 억새밭으로 향하는 월출산의 절반은 완만한 능선과 섬세한 계곡으로 이루어져 매우 여성적인 분위기를 자아내고 있다. 그래서 월출산은 밑에서 바라보는 월출산의 모습 못지 않게 산 정상에서 바라보는 남도의 향토적 전원풍경도 오랫동안 가슴에 남을 만큼 아름답고 아련하며, 멀리서 바라보는 월출산은 마치 한 조각의 수석이 바다 위에 떠 있는 듯 신비롭다.",2006-09-06,2023-05-10
관광장소 및 시설,공원,국립공원,전라남도,영암군,월출산국립공원(천황),Chunhwangsa Temple (Wolchul Mountain),http://www.cheonhwangsa.com,061-471-9000,,,전라남도 영암군 영암읍 개신리 449-1,,,2014-04-11,2023-05-10
관광장소 및 시설,공원,국립공원,전라남도,완도군,다도해해상국립공원(완도군),Dadohaehaesang gukrip park,,,,,전라남도 완도군 완도읍 군내리,,"전라남도 여수 앞바다에서부터 흑산도, 홍도까지 서쪽으로 전개되는 천태만상의 크고 작은 섬들과 기암괴석, 그들을 둘러싼 새파란 하늘과 출렁이는 바다 물결, 울창한 송림과 어우러진 끝없는 백사장, 그리고 아름다운 전원 풍경이 잘 조화된 한 폭의 그림처럼 빼어납니다.다도해해상국립공원은 홍도(紅島), 흑산도(黑山島), 거문도(巨文島), 완도(莞島), 보길도(甫吉島), 비금도(飛禽島), 백도(白島) 등 1,596개의 섬들이 마치 파란 융단위에 진주를 뿌려 놓은 듯 아름답게 펼쳐져 있어 세계 유수의 관광지로서도 손색이 없는 곳이다.천태만상의 크고 작은 섬들과 기암괴석, 에메랄드 빛 하늘과 짙은 코발트색 바다의 물결, 그리고 울창한 송림과 어우러져 끝없이 펼쳐지는 백사장등 다도해를 찾는 여행객들에게 바다의 운치와 잊지못할 소중한 추억을 간직하게 한다. 면적 6.4㎢밖에 안되는 작은섬 홍도는 홍갈색의 크고 작은 무인도와 깎아 지른 듯한 절벽으로 형언 할수 없는 절경을 이룬다.",2004-02-26,2023-05-10
관광장소 및 시설,공원,국립공원,전라남도,장성군,내장산국립공원(장성군),Naejangsan gukrip park,,,,,전라남도 장성군 북하면 약수리,,"내장산은 원래 본사 영은사(本寺 靈隱寺)의 이름을 따서 영은산이라고 불리었으나 많은 굴곡의 계곡이 양(羊)의 창자와 비슷해서 많은 인파가 몰려와도 계곡속에 들어가면 어디에 그 많은 인파가 있는지 잘 보이지 않아 마치 양의 내장(內臟)속에 숨어 들어간것 같다하여 내장(內藏)산이라고 불리게 되었으며 이곳 지명도 내장동이라고 부르게 된것이다. 정읍시 남쪽에 자리잡고 있는 내장산은 순창군과 경계를 이루는 해발 600∼700m급의 기암괴석이 말발굽형의 능선을 그리고 있다.  [호남의 금강]이라 불리기도 하는 내장산은 예로부터 조선8경의 하나로 이름나 있으며, 동국여지승람(東國與地勝覽)에는 남원 지리산·영암 월출산·장흥 천관산·부안 능가산(변산)과 함께 호남 5대 명산으로 손꼽힌다.  백두대간이니 호남정맥이니 하는 우리나라의 전통적 산맥관은 하천의 수계를 나누는 분수계를 기본개념으로 하며 노령산맥은 이런 관점에서 볼 때 호남정맥에 해당한다. 호남정맥에 있는 내장산은 이런 점에서 아주 중요한 자리를 차지하고 있다.  내장산은 서쪽의 입암산(笠巖山, 해발 626m), 남쪽의 백암산(白巖山, 백학산으로도 불린다. 해발 700m)과 함께 동진·황룡·섬진 등 3하천의 물을 나누는 분수계가 되기 때문이다.  내장산과 입암산의 북쪽사면은 동진강의 상류가 되고 입암산과 백암산의 남쪽사면은 영산강의 상류인 황룡강으로 흘러 들어가며 내장산과 백암산의 동쪽사면(순창군 복흥면 일대)은 섬진강의 상류가 된다.노령(蘆嶺)이란 이름이 유래된 갈재의 서쪽에 있는 고창 방장산(해발 710m), 동쪽에 있는 입암산·백양사의 뒷산인 백암산을 연결한 능선은 곧 전라북도와 전라남도의 경계이기도 하다. ",2004-03-06,2023-05-10
관광장소 및 시설,공원,국립공원,전라남도,진도군,다도해해상국립공원(진도군),Dadohaehaesang gukrip park,,,,,전라남도 진도군 조도면 조도 6군도,,"전라남도 여수 앞바다에서부터 흑산도, 홍도까지 서쪽으로 전개되는 천태만상의 크고 작은 섬들과 기암괴석, 그들을 둘러싼 새파란 하늘과 출렁이는 바다 물결, 울창한 송림과 어우러진 끝없는 백사장, 그리고 아름다운 전원 풍경이 잘 조화된 한 폭의 그림처럼 빼어납니다.다도해해상국립공원은 홍도(紅島), 흑산도(黑山島), 거문도(巨文島), 완도(莞島), 보길도(甫吉島), 비금도(飛禽島), 백도(白島) 등 1,596개의 섬들이 마치 파란 융단위에 진주를 뿌려 놓은 듯 아름답게 펼쳐져 있어 세계 유수의 관광지로서도 손색이 없는 곳이다.진도읍 남부해안의 일부와 관매도, 독거도, 거차도, 조도, 옥도 등지 포함하는 진도지구는 우리나라에서 세 번째로 큰 섬인 진도를 중심으로 주변에는 42개의 유인도와 189개의 무인도가 있다. 우리나라의 대표적인 현수교인 진도대교가 1981년 4월에 건설되어 이제는 섬 아닌 섬이다. 진도대교의 길이는 295미터이다.역사적으로 보면, 고려 원종때는 삼별초가 항전한 곳이고, 임진왜란 때는 이순신장군이 혁혁한 전과를 올린 곳이다. 이곳의 진도개와 음력 3월 초순의 ""모세의 기적""은 진도를 대표한다. 지금도 남종화의 산실이었던 운림산방이 남아있으며, 유명한 서예가나 화가들이 많이 배출된 곳이다.",2004-02-26,2023-05-10
관광장소 및 시설,공원,국립공원,전라남도,화순군,무등산국립공원(교리),,madeung.knps.kr,061-371-1187,,무등산국립공원,전라남도 화순군 화순읍 수만리,전라남도 화순군 화순읍 충의로 100,,2014-06-18,2023-05-10
관광장소 및 시설,공원,국립공원,전라남도,화순군,무등산국립공원(너릿재),,madeung.knps.or.kr,061-371-1187,,무등산국립공원,전라남도 화순군 화순읍 수만리,전라남도 화순군 화순읍 충의로 100,,2014-06-18,2023-05-10
관광장소 및 시설,공원,국립공원,전라남도,화순군,무등산국립공원(도원마을),,madeung.knps.kr,061-971-1187,,무등산국립공원,전라남도 화순군 화순읍 수만리,전라남도 화순군 화순읍 충의로 100,,2014-06-18,2023-05-10
관광장소 및 시설,공원,국립공원,전라남도,화순군,무등산국립공원(들국화마을),,madeung.knps.or.kr,061-371-1187,,무등산국립공원,전라남도 화순군 화순읍 수만리,전라남도 화순군 화순읍 충의로 100,,2014-06-18,2023-05-10
관광장소 및 시설,공원,국립공원,전라남도,화순군,무등산국립공원(만연사),,madeung.knps.or.kr,061-371-1187,,무등산국립공원,전라남도 화순군 화순읍 수만리,전라남도 화순군 화순읍 충의로 100,,2014-06-18,2023-05-10
관광장소 및 시설,공원,국립공원,전라남도,화순군,무등산국립공원(상상수목원),,madeung.knps.or.kr,061-97101187,,무등산국립공원,전라남도 화순군 화순읍 수만리,전라남도 화순군 화순읍 충의로 100,,2014-06-18,2023-05-10
관광장소 및 시설,공원,국립공원,전라남도,화순군,무등산국립공원(안양산),,madeung.knps.or.kr,061-371-1187,,무등산국립공원,전라남도 화순군 화순읍 수만리,전라남도 화순군 화순읍 충의로 100,,2014-06-18,2023-05-10
관광장소 및 시설,공원,국립공원,전라남도,화순군,무등산국립공원(장불재),,madeung.knps.or.kr,061-371-1187,,무등산국립공원,전라남도 화순군 화순읍 수만리,전라남도 화순군 화순읍 충의로 100,,2014-06-18,2023-05-10
관광장소 및 시설,공원,국립공원,전라남도,화순군,무등산국립공원(큰재),,madeung.knps.or.kr,061-371-1187,,무등산국립공원,전라남도 화순군 화순읍 수만리,전라남도 화순군 화순읍 충의로 100,,2014-06-18,2023-05-10
관광장소 및 시설,공원,국립공원,전라북도,남원시,지리산국립공원(남원시),Jirisan National Park,http://jiri.knps.or.kr,063-625-8911,063-625-8913,,전라북도 남원시 산내면 부운리,,"< 개요 >지리산 국립공원은 1967년 우리나라 국립공원 제1호로 지정되었으며, 1915.4m의 천왕봉을 중심으로 한 주변 지역으로 국립공원 총 면적은 440.4㎢(1억 3000만 평)이다. 전라북도와 전라남도 그리고 경상남도의 3개 도 5개 시·군에 걸쳐 있으며, 이 중 남원시 관내는 107.86㎢로 시·군 중에서는 가장 넓은 면적을 차지하고 있다. 지리산(智異山)은 두류산(頭流山)·두류산(頭留山)·방장산(方丈山)·반역산(反逆山)·불복산(不服山)·삼신산(三神山) 등 여러 가지 이름으로 불려왔으며, 그 외에도 지리산(智異山·地理山·地異山) 등으로 기록되어 있기도 하다.행정구역으로는 전라북도 남원시(주천면·운봉읍·산내면·인월면), 전라남도 구례군(산동면·광의면·마산면·토지면), 경상남도 함양군(마천면·휴천면), 하동군(화개면·청암면), 산청군(시천면·삼장면·금서면)의 3도 5개 시·군, 15개 읍·면에 걸쳐 있다. 지리산에는 1,500m 이상의 봉우리가 18개이고, 1,000m 이상의 봉우리는 40여 개에 이르며, 큰 산줄기만도 15개에 달한다. 지리산에는 실상사·법계사·대원사·칠불사·쌍계사·천은사·연곡사·화엄사 등 10여 개가 있으며, 국보 7점과 보물 24점이 있다. 지리산에는 대피소가 9개소에 있으며(노고단·피아골·뱀사골·연하천·벽소령·장터목·세석로터리·치밭목 대피소), 야영장이 10개소(황전·대원사·중산리·연곡·소막골·뱀사골(1, 2)·달궁 자동차 양영장·대성·불일·백무동)에 설치되어 있다.",2012-01-25,2023-05-10
관광장소 및 시설,공원,국립공원,전라북도,무주군,덕유산국립공원(무주군),Deokyusan Gukrip Park,,063-322-3174,,,전라북도 무주군 설천면 삼공리 411-8,,"< 개요 >덕유산은 1975년 오대산과 더불어 국내 10번째 국립공원으로 지정되었다.덕유산은 전라북도 무주와 장수, 경상남도 거창과 함양군 등 2개도 4개 군에 걸쳐 솟아 있으며, 해발 1,614m의 향적봉을 정상으로 하여 백두대간의 한 줄기를 이루고 있다. 13개의 대(臺),10여개의 못, 20개의 폭포 등 기암절벽과 여울들이 굽이굽이 이어지는 구천동 계곡은 예로부터 선인들이 이름 붙인 33경으로 덕유산의 아름다움을 대표한다.덕유산(1,614m)은 주봉인 향적봉을 중심으로 1,300m안팎의 장중한 능선이 남서쪽으로 장장 30여 km를 달리고 있으며 그 가운데 덕유산 주봉을 비롯해서 동쪽에는 지봉, 북쪽에는 칠봉이 자리하고 있다.< 규모 >ㅇ 향적봉 높이 : 1,614m< 유래 및 연혁 >덕유산은 덕이 많은 너그러운 모산이라 해서 덕유산이란 이름이 붙었다고 한다.ㅇ 1975 국립공원 지정 ",2014-01-03,2023-05-10
관광장소 및 시설,공원,국립공원,전라북도,무주군,덕유산국립공원(적상산),Mt. Deokyu ,http://deogyu.knps.or.kr/portal/main.do,063-322-3174,,국립공원덕유산사무소,전라북도 무주군 적상면 북창리 산 119-1,전라북도 무주군 적상면 산성로 330,,2014-01-14,2023-05-10
관광장소 및 시설,공원,국립공원,전라북도,무주군,덕유산국립공원(칠연지점),Mt. Deokyu,http://deogyu.knps.or.kr/portal/main.do,063-322-3174,,국립공원덕유산사무소,전라북도 무주군 안성면 공정리 산 6,전라북도 무주군 안성면 칠연로 608,,2014-01-14,2023-05-10
관광장소 및 시설,공원,국립공원,전라북도,부안군,변산반도국립공원(남여치),,,,,,전라북도 부안군 변산면 중계리,전라북도 부안군 변산면 실상길 70,,2014-02-18,2023-05-10
관광장소 및 시설,공원,국립공원,전라북도,부안군,변산반도국립공원(내변산),Naebyeonsan Mountain,,063-582-7808,,,전라북도 부안군 변산면,,,2014-04-15,2023-05-10
관광장소 및 시설,공원,국립공원,전라북도,부안군,변산반도국립공원(내소사),Naesosa Temple,http://www.naesosa.org,063-583-7281,063-583-7280,,전라북도 부안군 진서면 석포리268,,"< 개요 >내소사는 선운사(禪雲寺)의 말사이다. 633년(백제 무왕34) 백제의 승려 혜구두타(惠丘頭陀)가 창건하였으며 소래사(蘇來寺)라고 하였다. 창건 당시에는 대소래사와 소소래사가 있었는데, 지금 남아 있는 내소사는 소소래사이다. 1633년(조선 인조11) 청민(淸旻)이 대웅전(보물 291호)을 지었는데, 그 건축양식이 매우 정교하고 환상적이다. 그 후 1865년(고종2) 관해(觀海)가 중수하고 만허(萬虛)가 보수한 뒤, 1983년 혜산(慧山)이 중창하여 현재의 가람을 이루었다. 이 밖에도 고려동종(보물 277호), 영산회괘불탱(보물 1268호), 3층석탑(전북유형문화재 124호), 설선당(說禪堂)과 요사(전북유형문화재 125호) 등 여러 문화재가 있으며, 정문에는 실상사지(實相寺址)에서 이건(移建)한 연래루(蓮來樓)가 있다.내소사의 유래에 관하여, 일설에는 중국 당(唐)나라 장수 소정방(蘇定方)이 와서 세웠기 때문에 내소(來蘇)라 하였다고도 하나 이는 와전된 것이며, 원래는 소래사(蘇來寺)였음이 《동국여지승람(東國輿地勝覽)》에 기록되어 있고, 최자(崔滋)의 《보한집(補閑集)》에도 고려 인종 때 정지상(鄭知常)이 지은 〈제변산소래사(題邊山蘇來寺〉라는 시가 기록되어 있다. 또 이규보(李奎報)의 《남행일기(南行日記)》에도 소래사라 하였는데, 이것이 언제 내소사로 되었는지는 분명하지 않다.부속암자로는 청련암(靑蓮庵)·지장암(地藏庵)이 있다. 1986년에는 대웅전을 중심으로 반경 500m 일원이 문화재보호구역(전북기념물 78호)으로 지정되었다. 일주문(一柱門)부터 천왕문(天王門)에 걸쳐 약 600m에 이르는 전나무 숲길이 유명하다. 전라북도 부안군 진서면 석포리 관음봉(觀音峰:433m) 아래 있는데, 관음봉을 일명 능가산이라고도 하는 까닭에 보통 능가산 내소사로 부르기도 한다.",2014-04-15,2023-05-10
관광장소 및 시설,공원,국립공원,전라북도,부안군,변산반도국립공원(부안군),Byeonsanbando gukrip park,,,,,전라북도 부안군 변산면 대항리 415-24,,"변산반도 서부의 변산산괴(邊山山塊)를 중심으로 일찍이 한국 8경의 하나로 꼽혀 왔으며 내변산(內邊山), 즉 산의 변산과 외변산, 즉 바다의 변산으로 나누어진다. 내변산의 경승은 300∼400 m의 산지가 이루는 산악미, 계곡미와 울창한 수림 및 산중에 산재하는 사찰 등으로 이루어진다.서해안 최고의 경관을 자랑하는 변산반도는 어느 한 곳에 중점을 두기 보다는 그 느끼고자 하는 방향에 따라 경관도 변화하게 된다. 즉, 해안선을 따라 볼 수 있는 외변산도 절경이지만 내륙의 내변산은 변산반도국립공원의 진면목을 가슴깊이 새겨준다. 또한, 해변에서 바라보는 석양도 장관이어서 1999년 12월 31일에는 새천년준비위원회 주관으로 격포 채석강에서 묵은해를 보내는 해넘이 행사가 약 3만명의 탐방객이 운집한 가운데 성황리에 개최되어 이 곳 변산반도국립공원을 대내외에 알린 바 있다.변산반도의 관광지를 열거하자면 유형, 무형을 막론하고 많이 있지만 그 중에서도 격포 채석강, 천년고찰 내소사, 직소폭포, 변산, 격포, 고사포 해수욕장, 월명암의 낙조 등 많은 비경을 간직하고 있다. ",2004-03-10,2023-05-10
관광장소 및 시설,공원,국립공원,전라북도,부안군,변산반도국립공원(원암),,,,,,전라북도 부안군 진서면 석포리,전라북도 부안군 진서면 내소사로 1,,2014-02-18,2023-05-10
관광장소 및 시설,공원,국립공원,전라북도,임실군,국립임실호국원,National Imsil Hogukwon,www.isnc.go.kr,063-643-6081,063-643-6083,,전라북도 임실군 강진면 백련리 551,,"< 개요 >국립임실호국원은 임실읍내에서 순창.강진방면으로 약 12km지점, 백련리에 위치하고 있다. 국립임실호국원은 6.25전쟁시 조국수호를 위해 신명을 바친 참전용사와 자유우방을 돕기 위해 월남에 참전했던 월남참전용사 그리고 국가유공자들의 고귀한 업적과 공적을 기리며 이분들의 위훈을 추모하기 위하여 전북 임실군 강진면 백련리 551 일원에 부지 10만 6천평에 묘역 22,798평(2만기안장), 현충탑 26m, 현충관 318평, 충렬관 636평(3만기안치), 관리사 170평 등의 시설을 98년 8월에 착공하여 3년 3개월의 긴 공사 끝에 2001년 11월에 완공하였다.2002년 1월에 개원한 임실호국원은 국가유공자 및 참전유공자들의 호국정신을 계승하는 호국성지로서만이 아닌 자라나는 후손들에게 호국문화의 메카역할을 수행함은 물론, 지역민과 학생들의 안보교육을 위한 산 교육장으로 연간 3만여명에 이르는 내방객 및 참배객이 방문하고 있는 주요 보훈시설이다.",2012-01-25,2023-05-10
관광장소 및 시설,공원,국립공원,전라북도,정읍시,내장산국립공원(정읍시),Naejangsan National Park,http://naejang.knps.or.kr,063-538-7875,063-538-7871,,전라북도 정읍시 내장동 59-10,,"< 개요 >내장산은 원래 본사 영은사(本寺 靈隱寺)의 이름을 따서 영은산이라고 불리었으나 많은 굴곡의 계곡이 양(羊)의 창자와 비슷해서 많은 인파가 몰려와도 계곡 속에 들어가면 어디에 그 많은 인파가 있는지 잘 보이지 않아 마치 양의 내장(內臟)속에 숨어 들어간 것 같다하여 내장(內藏)산이라고 불리게 되었으며 이곳 지명도 내장동이라고 부르게 된 것이다. 정읍시 남쪽에 자리 잡고 있는 내장산은 순창군과 경계를 이루는 해발 600∼700m급의 기암괴석이 말발굽형의 능선을 그리고 있다. 호남의 금강이라 불리기도 하는 내장산은 예로부터 조선8경의 하나로 이름나 있으며, 동국여지승람(東國與地勝覽)에는 남원 지리산·영암 월출산·장흥 천관산·부안 능가산(변산)과 함께 호남 5대 명산으로 손꼽힌다. 백두대간이니 호남정맥이니 하는 우리나라의 전통적 산맥관은 하천의 수계를 나누는 분수계를 기본개념으로 하며 노령산맥은 이런 관점에서 볼 때 호남정맥에 해당한다. 호남정맥에 있는 내장산은 이런 점에서 아주 중요한 자리를 차지하고 있다. 내장산은 서쪽의 입암산(笠巖山, 해발 626m), 남쪽의 백암산(白巖山, 백학산으로도 불린다. 해발 700m)과 함께 동진·황룡·섬진 등 3하천의 물을 나누는 분수계가 되기 때문이다. 내장산과 입암산의 북쪽사면은 동진강의 상류가 되고 입암산과 백암산의 남쪽사면은 영산강의 상류인 황룡강으로 흘러 들어가며 내장산과 백암산의 동쪽사면(순창군 복흥면 일대)은 섬진강의 상류가 된다. 노령(蘆嶺)이란 이름이 유래된 갈재의 서쪽에 있는 고창 방장산(해발 710m), 동쪽에 있는 입암산·백양사의 뒷산인 백암산을 연결한 능선은 곧 전라북도와 전라남도의 경계이기도 하다.",2012-01-25,2023-05-10
관광장소 및 시설,공원,국립공원,제주특별자치도,서귀포시,한라산국립공원(서귀포시),Hallasan gukrip park,,,,,제주특별자치도 서귀포시 하원동,,"한라산 최고의 가을 단풍 코스로는 단연 영실코스를 들 수 있다. 영실 탐방코스(영실∼윗세오름)는 3.7km로 대략 1시간 40분 정도 소요된다. 영실휴게소를 출발하여 1km 남짓 비교적 완만한 길로 힘들이지 않고 주변 수목과 영실계곡 단풍을 즐기며 쉬엄쉬엄 오를 수 있다. 본격적으로 들쭉 날쭉한 기암 괴석이 시야에 들어오기 시작하는 오르막길로 접어들면 가파른 산길이 능선을 따라 이어진다. 등산로 아래로 깊게 패인 영실계곡과 주변을 둘러친 웅장한 거벽은 아마도 이곳이 과거의 거대한 화산 분출구가 아니었나 짐작케 한다. 병풍바위를 지나면서부터는 다시금 평탄한 산길이 나타나고 휘파람을 불며 거닐만큼 편안한 등산로가 윗세오름휴게소까지 이어진다. 한라산 영실의 첫 번째 매력은 영주십경(瀛州十景)의 하나인 영실기암. 해발 1,400∼1,600m지점의 거대한 계곡 우측에 천태만상의 기암괴석들이 즐비하게 하늘을 찌를 듯솟아 있다. 옛부터 '오백나한', 또는 '오백장군' 이라 불리우기도 하는 영실기암은 깊어가는 한라산 단풍을 배경으로 가을 한라산의 진수를 펼쳐보인다. 병풍바위에서 불어오는 산바람에 잠시 숨을 돌리고 땀을 식힌 다음, 내친 걸음에 윗세오름까지, 마치 광활한 활주로에 멀리 떡하니 버티고 있는 듯한 한라산 화구벽은 영실 가을산행의 또다른 매력으로 다가온다. 여유가 있다면 윗세오름에서 북쪽 하산길로 접어들어 봄철 철쭉으로 유명한 만세동산, 사제비 동산을 지나 약수 한모금 들이키고 이어지는 어리목으로의 하산을(1시간 40분소요) 권할 수 있다.모름지기 국토 최남단의 영산 한라산의 더할나위 없는 가을단풍 산행의 진수라 할 수 있다.",2004-03-10,2023-05-10
관광장소 및 시설,공원,국립공원,제주특별자치도,제주시,한라산국립공원,Hallasan National Park,http://www.hallasan.go.kr,064-713-9950,064-710-7819,,제주특별자치도 제주시 해안동 220-1,,"< 개요 >제주도의 한 가운데 1,950m의 높이로 우뚝 솟은 한라산(漢拏山)이 있다. 능히 은하수를 잡아당길(雲漢可拏引也) 만큼 높은 산이란 뜻을 가진 이 산은 옛부터 신선들이 산다고 해서 영주산(瀛州山)이라 불리기도 했고 금강산(金剛山), 지리산(智異山)과 더불어 우리나라 삼신산(三神山)의 하나로 여겨져 왔다. 또 다양한 식생(植生)분포를 이루어 학술적 가치가 매우 높은 동·식물의 보고 (寶庫)로서 1966년 10월 천연기념물 제182호로 지정, 보호되고 있다. 한편 신생대 4기의 젊은 화산섬인 제주도의 중심부에 위치한 한라산은 지금으로부터 2만5천년 전까지 화산분화 활동을 하였으며, 한라산 주변에는 368개의 기생 화산인 ""오름""들이 분포되어 있다. 한라산이 품고있는 비경으로는 눈덮힌 백록담, 왕관능, 폭포, 설문대 할망과 오백장군의 전설이 깃든 영실기암 등이 있으며 1970년 3월에 국립공원으로 지정되었다. 한라산은 북태평양의 고도(孤島)에 솟아있는 지리적요인과 해발고도에 따른 영향으로 온대에서 한대 기후대까지 식물의 수직분포를 보이고 있고, 1,800여종의 식물과 4,000여종의 동물(곤충류 3,300여종)이 서식하는 생태계의 보고라 할 수 있다.",2016-03-09,2023-05-10
